companyNumber,companyName,sicCodes,companyType,cashInBank,financialYearEnd,dateOfIncorporation,ageOfCompany,location,country,postcode,streetAddress
09008597,BUSINESS BLOSSOM LIMITED,['70229'],ltd,"[1497, 7930]","['2021-04-30', '2020-04-30']",2014-04-24,8,Newport,Wales,NP18 2EL,93 Pen-Y-Wal Drive
09010920,INGENIA CONCEPTS LIMITED,['99999'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2014-04-25,8,Newport,Wales,NP10 8FY,Severn House
09104978,AFFINITY COMPLIANCE SOLUTIONS LTD,['82990'],ltd,"[-1010101, 8]","['2021-06-30', '2020-06-30']",2014-06-26,8,Newport,Wales,NP20 4PB,Agincourt House  14 Clytha Park Road
08838243,BANDY RUGBY LTD,['93199'],ltd,"[296808, 206239]","['2022-01-31', '2021-01-31']",2014-01-09,8,Newport,Wales,NP20 2DW,Lanyon House
08850621,DBP CONSULTING SERVICES LIMITED,['82990'],ltd,"[121626, 154395]","['2021-03-31', '2020-03-31']",2014-01-17,8,Newport,Wales,NP18 2DG,Park View 5 Little Milton Gardens
08867458,THIS IS THE BIG DEAL LIMITED,['96090'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2014-01-29,8,Newport,Wales,NP10 8UH,Imperial House Imperial Way
08814292,LOVE CODING LIMITED,['62020'],ltd,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",2013-12-13,9,Newport,Wales,NP20 4PJ,17 Fields Road
09054083,DANGEROUS DAVIES RUGBY PROJECT LIMITED,['93199'],ltd,"[370, 23]","['2021-05-31', '2020-05-31']",2014-05-23,8,Newport,Wales,NP20 2DW,Lanyon House
08929894,NEWBRIDGE MOTORS (WALES) LIMITED,['45200'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2014-03-10,8,Newport,Wales,NP11 4AL,Unit 1 Cwmdows Lane
08953144,RIDGEWAY NEWELL LIMITED,['99999'],ltd,"[99, 99]","['2021-09-30', '2020-09-30']",2014-03-21,8,Newport,Wales,NP20 4JW,22 The Handpost
08976464,DEV STREET LTD,['62012'],ltd,"[178, 11008]","['2021-04-30', '2020-04-30']",2014-04-03,8,Newport,Wales,NP20 6QP,17 Robertson Way
08991806,ADAM BARBERS LTD,['96020'],ltd,"[4605, -1010101]","['2021-04-30', '2021-04-29']",2014-04-11,8,Newport,Wales,NP19 0DZ,228 Corporation Road
09484989,R JONES PLUMBING & HEATING LIMITED,['43220'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2015-03-12,7,Newport,Wales,NP19 0AR,10 Corporation Road
09507693,HAMBURGER CREATIVE AGENCY LIMITED,['96090'],ltd,"[7187, 565]","['2021-03-31', '2020-03-31']",2015-03-25,7,Newport,Wales,NP10 9ET,27 Courtfield Close
09521571,INFERNO FILMS LIMITED,['59111'],ltd,"[1150, 15110]","['2021-04-30', '2020-04-30']",2015-04-01,7,Newport,Wales,NP18 1LT,Ysgoldy Gynt
09524722,DIGITAL WALES TEC LTD,['95220'],ltd,"[324876, 194906]","['2021-04-30', '2020-04-30']",2015-04-02,7,Newport,Wales,NP20 4PB,Agincourt House  14 Clytha Park Road
09537985,LONFEED LIMITED,['70229'],ltd,"[96, 937]","['2021-04-30', '2020-04-30']",2015-04-13,7,Newport,Wales,NP20 5BB,32 Fields Park Road
09305445,CN SURVEY LIMITED,['43999'],ltd,"[6117, 8357]","['2021-12-31', '2020-12-31']",2014-11-11,8,Newport,Wales,NP19 8AW,84 Gibbs Road
09323582,NEWPORT LIVE,"['90040', '93110']",private-limited-guarant-nsc-limited-exemption,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2014-11-24,8,Newport,Wales,NP19 4RB,Newport International Sport Village
09399808,S.G. SERVICES GROUP LIMITED,['81229'],ltd,"[66330, 54038]","['2021-03-31', '2020-03-31']",2015-01-21,7,Newport,Wales,NP11 6EQ,Rose Cottage 8 Upper Ochrwyth
09410931,COMPRESSED AIR SYSTEMS LIMITED,['35300'],ltd,"[10019, 13182]","['2021-01-31', '2020-01-31']",2015-01-28,7,Newport,Wales,NP19 0AR,10 Corporation Road
09426326,MERLIN SUPPLIES LIMITED,['46140'],ltd,"[121788, 54621]","['2022-02-28', '2021-02-28']",2015-02-06,7,Newport,Wales,NP20 2NS,Venta House
09429255,ARMEDA LTD,['46470'],ltd,"[14287, 4641]","['2021-02-28', '2020-02-29']",2015-02-09,7,Newport,Wales,NP10 8FY,Cedar House
09437172,CRUMLIN SPICE HOUSE LTD,['56103'],ltd,"[-1010101, -1010101]","['2021-02-28', '2020-02-29']",2015-02-12,7,Newport,Wales,NP11 4PT,22 Main Street
09376583,RDA RECYCLING LIMITED,['45200'],ltd,"[3538, 5332]","['2021-01-31', '2020-01-31']",2015-01-06,7,Newport,Wales,NP11 6AN,Yard 3 Commercial Lane
09351268,PB SITE ENGINEERING LIMITED,['43999'],ltd,"[18448, 5405]","['2021-03-31', '2020-03-31']",2014-12-11,8,Newport,Wales,NP18 3QX,St Cecilia Lodge Road
09362310,D.J. HOWELLS HEATING AND RENEWABLES LTD,['43220'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2014-12-19,8,Newport,Wales,NP20 3NH,48 Gaer Park Avenue
09387111,BROAD STREET MOTORS LIMITED,['45200'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2015-01-13,7,Newport,Wales,NP10 8FY,Severn House
09478660,RESEICLO TRAINING LIMITED,['88990'],private-limited-guarant-nsc,"[7863, 8951]","['2022-03-31', '2021-03-31']",2015-03-09,7,Newport,Wales,NP19 0AR,10 Corporation Road
09281653,ADO OPTIONS LTD,['68209'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2014-10-27,8,Newport,Wales,NP20 2GY,8 Alexandra Road
09297650,SMS WILLIAMS LTD,['64191'],ltd,"[18077, 30950]","['2021-11-30', '2020-11-30']",2014-11-06,8,Newport,Wales,NP10 8BW,8 Fairway Road
09221648,JOYCEEMMA LTD,['86900'],ltd,"[38, 990]","['2021-09-30', '2020-09-30']",2014-09-17,8,Newport,Wales,NP19 9SX,43 Alway Crescent
09421709,ECO BUILDING PRODUCTS LIMITED,['43999'],ltd,"[7877, 8603]","['2021-03-31', '2020-03-31']",2015-02-04,7,Newport,Wales,NP19 8JR,48 Balmoral Road
06899722,MORGAN (POWER GENERATION) LIMITED,['35110'],ltd,"[7750, 10998]","['2021-05-31', '2020-05-31']",2009-05-08,13,Newport,Wales,NP20 4PG,21 Gold Tops
06909467,JUST WOOD PELLETS LIMITED,['82990'],ltd,"[-1010101, 27682]","['2022-05-31', '2021-05-31']",2009-05-19,13,Newport,Wales,NP10 8RR,Croescarneionion Farm
06947619,BOND LANE RESEARCH LIMITED,['74909'],ltd,"[2449, 20]","['2021-09-30', '2020-09-30']",2009-06-29,13,Newport,Wales,NP20 4JW,4 Risca Road
06967822,CAUTELA HOLDINGS LIMITED,"['68100', '68209']",ltd,"[1799, -1010101]","['2021-08-31', '2021-08-31']",2009-07-21,13,Newport,Wales,NP20 2DW,Lanyon House
07806059,PRODIST END LIMITED,['46190'],ltd,"[1, 1]","['2020-08-31', '2019-08-31']",2011-10-11,11,Wrexham,Wales,LL13 9JT,12 Ash Road North
07930262,1ST AFFINITY FOSTERING SERVICE LIMITED,['88990'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2012-01-31,10,Wrexham,Wales,LL12 8NB,4a Chester Road
07934897,MAP DEVELOPMENTS (NW) LIMITED,['41202'],ltd,"[11191, 5111]","['2021-03-31', '2020-03-31']",2012-02-03,10,Wrexham,Wales,LL12 8BY,21 Box Lane
07953308,SALONSPY LIMITED,['63120'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2012-02-16,10,Wrexham,Wales,LL14 5NS,4 The Long Barn Brynkinallt Business Centre
07964787,WEB OIL LIMITED,['46120'],ltd,"[3129567, -1010101]","['2021-05-31', '2020-05-31']",2012-02-24,10,Wrexham,Wales,LL11 6BB,Bryn Haul Black Lane Road
07993094,I. MATTERS EYECARE LTD,['86900'],ltd,"[1855, 8972]","['2021-03-31', '2020-03-31']",2012-03-16,10,Wrexham,Wales,LL13 8AD,30 Henblas Street
08453196,NEAT WRITING LIMITED,['96090'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2013-03-20,9,Wrexham,Wales,LL11 1HF,7 King Street
08473847,LLIF LIMITED,['71129'],ltd,"[-1010101, -1010101]","['2021-04-30', '2020-04-30']",2013-04-04,9,Wrexham,Wales,LL12 8RF,The Yew Tree Inn
08044442,BENEXT UK HOLDINGS LIMITED,['78200'],ltd,"[-1010101, -1010101]","['2021-03-31', '2022-06-30']",2012-04-25,10,Wrexham,Wales,LL13 8BT,12 Charles Street
08351650,HAMILTON SQUARE RTM COMPANY LIMITED,['98000'],private-limited-guarant-nsc,"[0, 0]","['2021-01-31', '2020-01-31']",2013-01-08,9,Wrexham,Wales,LL12 0AY,First Floor
08352390,HAFOD FINANCIAL SOLUTIONS LIMITED,['64191'],ltd,"[5988, 1]","['2022-01-31', '2021-01-31']",2013-01-08,9,Wrexham,Wales,LL13 9JT,Unit 3f Preston Road Ash Road North
08187998,HABETS LIMITED,['70229'],ltd,"[917, 2678]","['2021-08-31', '2020-08-31']",2012-08-22,10,Wrexham,Wales,LL12 8HD,2 Hollyfield
08277363,OLBE LIMITED,['47910'],ltd,"[43850, 58999]","['2021-10-31', '2020-10-31']",2012-11-01,10,Wrexham,Wales,LL13 7YT,Unit 10 Edison Court Ellice Way
08176584,TUTE EDUCATION LIMITED,['85310'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2012-08-13,10,Wrexham,Wales,LL13 7YT,Unit 11 Ellice Way
08176587,PROSERVE LOGISTICS LIMITED,['52103'],ltd,"[-1010101, 86367]","['2022-03-31', '2020-12-31']",2012-08-13,10,Wrexham,Wales,LL13 9JT,12 Ash Road North
08183834,ANNA DEMPSEY DESIGNS LIMITED,['74100'],ltd,"[100751, 99190]","['2022-03-31', '2021-03-31']",2012-08-17,10,Wrexham,Wales,LL14 6LF,The Vicarage Park Street
08230573,GLAN-Y-WERN MANAGEMENT CO LIMITED,['98000'],private-limited-guarant-nsc,"[0, 0]","['2021-09-23', '2020-09-30']",2012-09-27,10,Wrexham,Wales,LL20 7AE,2 Glan Y Wern The Mill. Dolywern
03583688,ANCESTRAL WINDOWS & CONSERVATORIES LIMITED,['43342'],ltd,"[36815, 72654]","['2021-06-30', '2020-06-30']",1998-06-18,24,Wrexham,Wales,LL11 6DG,Y Tyr
02229285,LYAN PACKAGING SUPPLIES LIMITED,['46760'],ltd,"[410191, 638697]","['2022-01-31', '2021-01-31']",1988-03-10,34,Wrexham,Wales,LL13 9XS,Lyan Packaging Clywedog Road South
00358002,JOHNS MANVILLE LIMITED,['82990'],ltd,"[18099, 22492]","['2021-12-31', '2020-12-31']",1939-12-02,83,Wrexham,Wales,LL12 0AY,Suite 1a
03894972,CALLITECH LIMITED,['82990'],ltd,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",1999-12-15,23,Wrexham,Wales,LL13 7ZB,Moneypenny
03929907,BRYN MANAGEMENT COMPANY LTD.,['68320'],ltd,"[11034, 8040]","['2021-02-28', '2020-02-29']",2000-02-21,22,Wrexham,Wales,LL11 1DY,3 Grove Road
01930865,MULTIGLAZE LIMITED,['68209'],ltd,"[220438, 203891]","['2021-08-31', '2020-08-31']",1985-07-16,37,Wrexham,Wales,LL11 1DY,3 Grove Road
02046845,TIMBER DIRECT LIMITED,['46730'],ltd,"[462243, 219517]","['2021-08-31', '2020-08-31']",1986-08-14,36,Wrexham,Wales,LL13 0HU,Lightwood Green Industrial Estate
05067368,G. A. PRYDDEN GROUNDWORK / CONTRACTORS LIMITED,['42990'],ltd,"[100, 100]","['2021-03-31', '2020-03-31']",2004-03-09,18,Wrexham,Wales,LL13 0TB,Pepper Croft Barn Kiln Lane
04767558,HEWML LIMITED,['66190'],ltd,"[0, 619833]","['2021-06-30', '2020-06-30']",2003-05-16,19,Wrexham,Wales,LL13 7SU,The Old Brewery
05005540,GADGETS UK INTERNET LIMITED,['47910'],ltd,"[177890, 168422]","['2021-07-31', '2020-07-31']",2004-01-05,18,Wrexham,Wales,LL12 0PJ,Creative-7 Miners Road
08782659,PENDINE PARK CARE ORGANISATION (BRYN SEIONT) LIMITED,['99999'],ltd,"[100, 100]","['2021-04-30', '2020-04-30']",2013-11-20,9,Wrexham,Wales,LL13 7YW,Bromfield House Ellice Way
08619935,WORTHENBURY DEVELOPMENTS LIMITED,['68209'],ltd,"[68463, 69794]","['2021-07-31', '2020-07-31']",2013-07-22,9,Wrexham,Wales,LL12 0AY,Suite 1a
08671127,DISPENSE SOLUTIONS (WALES) LIMITED,['99999'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2013-09-02,9,Wrexham,Wales,LL12 0DE,3 Chester Road
08377544,YOUR SPACE (MARCHES) LIMITED,"['88100', '88990']",private-limited-guarant-nsc,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2013-01-28,9,Wrexham,Wales,LL12 0SA,Llay Park Resource Centre Fifth Avenue
05697900,D & K HOME IMPROVEMENTS LIMITED,"['43320', '43341']",ltd,"[25882, 46632]","['2022-01-31', '2021-01-31']",2006-02-04,16,Wrexham,Wales,LL11 3UT,Gwylfa Ruthin Road
05736374,BAKER SCAFFOLDING LIMITED,['43991'],ltd,"[10932, 1731]","['2021-03-31', '2020-03-31']",2006-03-09,16,Wrexham,Wales,LL14 4ND,Tyddyn Dedwydd Frondeg
05764571,R & C HOMES LIMITED,['41100'],ltd,"[30213, 28445]","['2021-03-31', '2020-03-31']",2006-03-31,16,Wrexham,Wales,LL13 0LU,Cheshire Cheese Overton Road
06512879,OWEN AUTOMOTIVE LIMITED,['45200'],ltd,"[6813, 39207]","['2021-07-31', '2020-07-31']",2008-02-25,14,Wrexham,Wales,LL11 1DY,3 Grove Road
06585252,CELLAN WREXHAM LIMITED,['47110'],ltd,"[7230, 9773]","['2020-05-31', '2019-05-31']",2008-05-06,14,Wrexham,Wales,LL11 3LS,Liverpool House Heol Maelor
06561652,ROTARY ENCODER SOLUTIONS LIMITED,['99999'],ltd,"[1, 1]","['2022-04-30', '2021-04-30']",2008-04-10,14,Wrexham,Wales,LL13 7YT,Unit 10 Edison Court Ellice Way
06589934,TELEMATIQUE LIMITED,['63990'],ltd,"[143298, 105941]","['2021-05-31', '2020-05-31']",2008-05-12,14,Wrexham,Wales,LL12 0HY,The Beeches Burton Road
06623708,M D LAND LIMITED,['82990'],ltd,"[25709, 17311]","['2021-06-30', '2020-06-30']",2008-06-18,14,Wrexham,Wales,LL13 9TY,Office 21 Bryn Estyn Business Centre.
06078371,CARRICK TECHNICAL SOLUTIONS LIMITED,['71122'],ltd,"[82, 2411]","['2022-03-31', '2021-03-31']",2007-02-01,15,Wrexham,Wales,LL11 2BG,4 Belvedere Drive
05794158,MBF FINANCIAL SERVICES LTD,['70229'],ltd,"[-1010101, -1010101]","['2021-04-30', '2020-04-30']",2006-04-25,16,Wrexham,Wales,LL13 9UX,4 Ranscombe Crescent
07099632,FLINTSHIRE TOURISM ASSOCIATION,['94110'],private-limited-guarant-nsc-limited-exemption,"[3582, 3492]","['2021-12-31', '2020-12-31']",2009-12-09,13,Wrexham,Wales,LL11 5EY,Hope Mountain B&B Ffynnon-Y-Garreg
07105175,UQ WEB DESIGN LTD,['62090'],ltd,"[39, 4356]","['2021-12-31', '2020-12-31']",2009-12-15,13,Wrexham,Wales,LL14 2DA,Stryt Las Farm Stryt Las
07574079,GRESFORD AND PANDY SPORT AND LEISURE LIMITED,['93110'],private-limited-guarant-nsc,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2011-03-22,11,Wrexham,Wales,LL12 8EE,Gresford Recreation Ground Blue Bell Lane
07594095,FOODTECH CONSULTING LIMITED,['82990'],ltd,"[7771, 2464]","['2021-03-31', '2020-03-31']",2011-04-06,11,Wrexham,Wales,LL14 5EL,Oakdene Trehowell Avenue
07646850,ORBIS ASSET INTEGRITY LTD,['82990'],ltd,"[160, 9651]","['2021-10-31', '2020-10-31']",2011-05-25,11,Wrexham,Wales,LL14 4BJ,Unit 3 Croesfoel Industrial Estate
07651060,FOREMANS (CIS) LIMITED,['43999'],ltd,"[2, 2]","['2021-05-31', '2020-05-31']",2011-05-31,11,Wrexham,Wales,LL12 7AA,Grove Park House  7 Grove Park Road
07460275,RICHARD BURBIDGE LIMITED,['47910'],ltd,"[516, -1010101]","['2021-10-02', '2020-09-26']",2010-12-06,12,Wrexham,Wales,LL14 5RL,Burbidge House Canal Wood Industrial Estate
07560649,MGP ACCOUNTANTS LIMITED,['69201'],ltd,"[1, 1]","['2022-03-31', '2021-03-31']",2011-03-11,11,Wrexham,Wales,LL12 8RF,The Yew Tree Inn High Street
07416305,CLWYDIAN GROUP LIMITED,['70100'],ltd,"[-1010101, -1010101]","['2021-11-30', '2020-11-30']",2010-10-22,12,Wrexham,Wales,LL13 9UE,1
07305852,DALESIDE ANIMAL CARE LTD,['75000'],ltd,"[1317060, 914846]","['2021-09-30', '2020-09-30']",2010-07-06,12,Wrexham,Wales,LL11 4RL,Daleside Veterinary Group Main Road
07513304,ENGAGEWEALTH LTD,['82990'],ltd,"[84426, 64633]","['2021-03-31', '2020-03-31']",2011-02-01,11,Wrexham,Wales,LL12 8AJ,22 Kensington Grove
07238234,RIOFOODS LIMITED,['99999'],ltd,"[2, 2]","['2021-03-31', '2020-03-31']",2010-04-29,12,Wrexham,Wales,LL11 1DY,3 Grove Road
04291998,GARDENS BY DESIGN LIMITED,['81300'],ltd,"[10606, 11335]","['2021-09-30', '2020-09-30']",2001-09-24,21,Wrexham,Wales,LL12 7AN,Briarwood  128 Park Avenue
04399399,TELPHASA LIMITED,"['62012', '62020', '95250']",ltd,"[-1010101, -1010101]","['2021-02-28', '2020-02-29']",2002-03-20,20,Wrexham,Wales,LL12 0LG,18 Stonewalls
04693659,BRICK CHILDREN SCHOOL (TIKATHALI),"['85200', '85310', '85590']",private-limited-guarant-nsc-limited-exemption,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2003-03-11,19,Wrexham,Wales,LL13 7ER,15 Howards Field
04693934,PREMIER CARS (LLANGOLLEN & CHIRK) LIMITED,['49390'],ltd,"[13794, 425]","['2021-03-31', '2020-03-31']",2003-03-12,19,Wrexham,Wales,LL14 3AX,Unit 4a Park Road Industrial Estate
04699156,MEDIA FIELDS LIMITED,['62090'],ltd,"[40573, 64530]","['2021-03-31', '2020-03-31']",2003-03-17,19,Wrexham,Wales,LL11 2NT,42 Rhosddu Road
04170368,ART TRACS LIMITED,['90030'],ltd,"[1, 2]","['2021-03-31', '2020-03-31']",2001-03-01,21,Wrexham,Wales,LL14 1PE,Bronwylfa
05372488,GRIFFITH-JONES IT LIMITED,['62090'],ltd,"[42332, 86086]","['2021-04-30', '2020-04-30']",2005-02-22,17,Wrexham,Wales,LL14 1HB,Darntir North Road
05444913,APOLLO WREXHAM LIMITED,"['45112', '49320']",ltd,"[1888, 8467]","['2021-07-31', '2020-07-31']",2005-05-05,17,Wrexham,Wales,LL12 7PW,12 Ffordd Tegla
05472603,DE QUINCEY LIMITED,['74909'],ltd,"[-1010101, -1010101]","['2021-03-31', '2021-03-31']",2005-06-06,17,Wrexham,Wales,LL13 9UT,Allied House C/O Arca
04199722,FINANSURE LIMITED,"['69201', '69202']",ltd,"[-1010101, -1010101]","['2022-04-30', '2021-04-30']",2001-04-12,21,Wrexham,Wales,LL11 5FF,2 Sheppard Street
04247917,ENCODERS DIRECT LIMITED,['99999'],ltd,"[2, 2]","['2022-02-28', '2021-02-28']",2001-07-06,21,Wrexham,Wales,LL13 7YT,Unit 10 Edison Court Ellice Way
04744287,SKYDIVE ZONE LTD,['93199'],ltd,"[7448, 9682]","['2021-03-31', '2020-03-31']",2003-04-25,19,Wrexham,Wales,LL12 0AY,Suite 1a
04741333,HYGGE LIMITED,['82200'],ltd,"[-1010101, -1010101]","['2021-04-30', '2020-04-30']",2003-04-22,19,Wrexham,Wales,LL11 5UA,Brithdir Farm Brymbo Road
04789568,TEGLA HOLDINGS LIMITED,['68209'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2003-06-05,19,Wrexham,Wales,LL11 3AB,Tegla Cottage
08876972,RALLYME.CO.UK LIMITED,"['77110', '77210']",ltd,"[5052, 22248]","['2021-02-28', '2020-02-28']",2014-02-05,8,Wrexham,Wales,LL13 7YT,Unit 10 Edison Court Ellice Way
08883462,HANDYPLUMB LIMITED,['43220'],ltd,"[5402, 19]","['2021-02-28', '2020-02-29']",2014-02-10,8,Wrexham,Wales,LL11 2LA,27 Ffordd Meirionydd
08918693,QUANTUM SOUP STUDIOS LIMITED,['62011'],ltd,"[223, 13652]","['2022-03-31', '2021-03-31']",2014-03-03,8,Wrexham,Wales,LL13 8LW,Indycube
09055920,KICKSTART2BUSINESS LTD,['70229'],ltd,"[4386, 2056]","['2021-03-31', '2020-03-31']",2014-05-27,8,Wrexham,Wales,LL11 4SH,Nestledown Little Mountain
09088823,EVERBRIGHT HOTEL LTD,['55100'],ltd,"[-1010101, 92992]","['2022-06-30', '2021-03-31']",2014-06-16,8,Wrexham,Wales,LL12 0DE,Rossett Hall Hotel Chester Road
08959784,KAREN HANMER LIMITED,['93199'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2014-03-26,8,Wrexham,Wales,LL12 8RF,The Yew Tree Inn
08959816,GARY HANMER RACING LIMITED,['93199'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2014-03-26,8,Wrexham,Wales,LL12 8RF,The Yew Tree Inn
08968070,BRADLEY AERO ENGINEERING LIMITED,['96090'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2014-03-31,8,Wrexham,Wales,LL11 4XQ,1 Heathwood Close
09007021,M & I VEHICLE HIRE LIMITED,['77110'],ltd,"[-1010101, -1010101]","['2021-04-30', '2020-04-30']",2014-04-23,8,Wrexham,Wales,LL12 9LL,58 High Street
09010300,RAVEN JOINERY LIMITED,['43320'],ltd,"[-1010101, -1010101]","['2021-04-05', '2020-04-05']",2014-04-24,8,Wrexham,Wales,LL12 9YL,1 Queens Terrace
09022277,NIKKI RYAN LTD,['96090'],ltd,"[16630, 30030]","['2021-05-31', '2020-05-31']",2014-05-01,8,Wrexham,Wales,LL11 1DY,3 Grove Road
08839892,MOTIV8.ME LTD,"['58110', '85590', '86900']",ltd,"[-1010101, -1010101]","['2021-01-31', '2020-01-31']",2014-01-10,8,Wrexham,Wales,LL11 1AT,Wrexham Enterprise Hub  11-13 Rhosddu Road
08845782,GREEN VALLEY SOLUTIONS LTD,['74901'],ltd,"[44360, 42889]","['2022-01-31', '2021-01-31']",2014-01-15,8,Wrexham,Wales,LL13 7YP,Unit 13 Gwenfro Units
08867712,LITTLE FILMS LIMITED,['90010'],ltd,"[-1010101, 100]","['2021-01-31', '2020-01-31']",2014-01-29,8,Wrexham,Wales,LL11 4HP,12 Oak Close
09080828,ASHLEY STAINED GLASS LTD,['43342'],ltd,"[47307, 17092]","['2021-06-30', '2020-06-30']",2014-06-11,8,Wrexham,Wales,LL12 0AY,First Floor  Suite 1a Llyndir Lane
08937710,R.D.J & CO (WREXHAM) LIMITED,['43999'],ltd,"[20696, 41369]","['2021-03-31', '2020-03-31']",2014-03-13,8,Wrexham,Wales,LL11 1BT,25 Grosvenor Road
08999793,SECRET SPA HOLT LTD,['96020'],ltd,"[2399, 10410]","['2021-03-31', '2020-03-31']",2014-04-16,8,Wrexham,Wales,LL13 9YG,The Salon The Cross
09181608,CAC ENTERPRISE LIMITED,"['46499', '46760', '47640', '47789']",ltd,"[37315, 44571]","['2021-08-31', '2020-08-31']",2014-08-19,8,Wrexham,Wales,LL13 9XT,Unit 2g Redwither Tower
09507926,WEBBER HAULAGE LIMITED,['49410'],ltd,"[5432, 3572]","['2021-03-31', '2020-03-31']",2015-03-25,7,Wrexham,Wales,LL11 1DY,3 Grove Road
09527556,PRO PLUMB (WXM) LTD,"['43220', '96090']",ltd,"[324882, 143664]","['2021-03-31', '2020-03-31']",2015-04-07,7,Wrexham,Wales,LL12 8DU,316 Chester Road
09269139,MAFTECH LTD,['62020'],ltd,"[1449, 13]","['2021-03-31', '2020-03-31']",2014-10-17,8,Wrexham,Wales,LL12 0EB,Club House The Green
09295464,THE LEMON TREE (WREXHAM) LIMITED,['68209'],ltd,"[12779, 35239]","['2021-11-30', '2020-11-30']",2014-11-04,8,Wrexham,Wales,LL12 8RF,The Yew Tree Inn
09406741,WILD GARLIC EVENT CATERING LIMITED,['56210'],ltd,"[14968, 5994]","['2022-01-31', '2021-01-31']",2015-01-26,7,Wrexham,Wales,LL12 0PG,Unit 6  6 Davy Way Llay Industrial Estate
09420343,HARTHILL HOMES LIMITED,['82990'],ltd,"[30537, 7619]","['2021-02-28', '2020-02-28']",2015-02-03,7,Wrexham,Wales,LL13 9RL,Rowntree Cottage Holt Road
09432798,B CLARKE CONSULTANCY LIMITED,['62020'],ltd,"[58280, 44731]","['2022-02-28', '2021-02-28']",2015-02-10,7,Wrexham,Wales,LL11 1DY,3 Grove Road
09362129,W & S MEDICAL LIMITED,['86101'],ltd,"[277755, 249353]","['2021-03-31', '2020-03-31']",2014-12-19,8,Wrexham,Wales,LL12 0AY,Suite 1a
09364983,ACTON HEALTH & SAFETY & FIRE SAFETY LTD,"['70229', '74909']",ltd,"[3717, -1010101]","['2021-04-30', '2021-04-30']",2014-12-22,8,Wrexham,Wales,LL13 9UT,Acton - Allied House Bryn Lane
09497507,STEWART RAWSON ELECTRICAL LIMITED,['43210'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2015-03-19,7,Wrexham,Wales,LL13 9RP,Jubilee House Jubilee House
09443753,PLATINUM DESIGNS LTD,['62012'],ltd,"[781, 242]","['2021-02-28', '2020-02-29']",2015-02-17,7,Wrexham,Wales,LL14 4DR,4 Pickering Court
09457243,FLINTSHIRE ROOFING LIMITED,['43910'],ltd,"[97726, 43592]","['2021-03-31', '2020-03-31']",2015-02-25,7,Wrexham,Wales,LL11 1DY,3 Grove Road
07741333,R & T HOMES LIMITED,['41100'],ltd,"[1, 1]","['2021-08-31', '2020-08-31']",2011-08-16,11,Wrexham,Wales,LL13 0LU,Cheshire Cheese Overton Road
05874175,EDWARD A WILLIAMS LTD,['55300'],ltd,"[82388, 60308]","['2021-07-31', '2020-07-31']",2006-07-12,16,Wrexham,Wales,LL13 7JF,5 Ridley Wood Close
05928764,A & H SAFETY CONSULTANTS LIMITED,['70229'],ltd,"[96055, 81290]","['2021-09-30', '2020-09-30']",2006-09-08,16,Wrexham,Wales,LL14 4EX,14 Parkend Walk
01216193,D.S. HOLMES PROPERTIES LIMITED,['41100'],ltd,"[69306, 99544]","['2021-06-30', '2020-06-30']",1975-06-16,47,Wrexham,Wales,LL11 4YL,Meadow View Rhosddu Industrial Estate
01112798,ALLWOOD ESTATE AGENCIES LIMITED,['68209'],ltd,"[30058, 33146]","['2021-12-31', '2020-12-31']",1973-05-09,49,Wrexham,Wales,LL13 0BZ,Meadows End 23mountfields
01378413,CLWYD COMPOUNDERS LIMITED,['22190'],ltd,"[2981251, 2180108]","['2021-11-30', '2020-11-30']",1978-07-13,44,Wrexham,Wales,LL13 9UE,1 Elm Point Abbey Road
01461678,BONAPRENE PRODUCTS LIMITED,['22190'],ltd,"[1020178, 910902]","['2021-11-30', '2020-11-30']",1979-11-16,43,Wrexham,Wales,LL13 9XS,Bonaprene Products Ltd Clywedog Road South
